formula,component1,component2,actual,predicted,elements,residual
IrAs2,65,5,2.391666667,2.25859413,Ir As,0.133072536
Ba3Tb2P4S16,33,59,1.95,1.899682492,Ba Tb P S,0.050317508
TeI4,94,97,4.32,4.321677542,Te I,-0.001677542
Hg3S2Bi2Cl8,80,92,1,0.770938342,Hg S Bi Cl,0.229061658
Ba2GaBiTe5,18,43,2.59,2.516804778,Ba Ga Bi Te,0.073195222
TlCr5S5Se3,93,80,0.6,1.00046344,Tl Cr S Se,-0.40046344
K8Zr6Se30,50,14,0.94,1.236697152,K Zr Se,-0.296697152
SiTe2,29,10,0.3,0.601573432,Si Te,-0.301573432
CsHgInS3,34,50,1.98,1.912631641,Cs Hg In S,0.067368359
Ba3GeS5,27,78,0.022,0.033364394,Ba Ge S,-0.011364394
Nd2O3,65,12,0.55,0.927233989,Nd O,-0.377233989
Ba2InErSe5,89,67,2.41,2.118785609,Ba In Er Se,0.291214391
GeAs,34,48,2.3,3.075338479,Ge As,-0.775338479
Cu3DySe3,26,99,1.76,2.772316067,Cu Dy Se,-1.012316067
Ba2GaErSe5,15,52,2.12,1.514373489,Ba Ga Er Se,0.605626511
In0.01Al0.99P,64,99,4.85,4.1917247,In Al P,0.6582753
Rb2Cu2Sb2S5,74,76,2.05,1.965420684,Rb Cu Sb S,0.084579316
Rb2Cd3Te4,53,57,1.2,1.404446747,Rb Cd Te,-0.204446747
Pb0.96TeGa0.04,69,79,1.89,1.89661106,Pb Te Ga,-0.00661106
Rb1.54Cd1.54Bi2.46S6,96,45,3.4,2.044798467,Rb Cd Bi S,1.355201533
Li2GaGe2Se6,42,66,2.48,2.434754022,Li Ga Ge Se,0.045245978
PrFMoO4,26,76,3.3,3.020282454,Pr F Mo O,0.279717546
CuPbBiS3,100,49,2.2,1.884865433,Cu Pb Bi S,0.315134567
TcSe2,56,60,1.72,2.193207708,Tc Se,-0.473207708
Y4GaSbS9,26,10,0.6,0.960645381,Y Ga Sb S,-0.360645381
Ga0.95Sb0.95Zn0.05Te0.05,82,89,1.83,2.140964657,Ga Sb Zn Te,-0.310964657
Ga2O3,28,75,0.43,0.539888487,Ga O,-0.109888487
BaCuSbSe3,34,28,4.9,3.358316181,Ba Cu Sb Se,1.541683819
CsZrPSe6,34,29,0.495,0.287492549,Cs Zr P Se,0.207507451
GaHSeO4,31,25,3.74,3.426499088,Ga H Se O,0.313500912
In2Se,92,60,3.45,4.19190413,In Se,-0.74190413
Fe2TiSi,87,51,1.57,2.391930919,Fe Ti Si,-0.821930919
Pb7Bi4Se13,0,24,2.07,2.336048121,Pb Bi Se,-0.266048121
Ag0.5Eu1.75GeS4,90,2,4.936666667,4.976277734,Ag Eu Ge S,-0.039611067
LaIn3S6,7,85,0.98,1.221976621,La In S,-0.241976621
CuGaS2,64,89,2.2,2.060832804,Cu Ga S,0.139167196
Sn0.5GaZn5.5O8,87,96,0.99,0.963319735,Sn Ga Zn O,0.026680265
Bi2Te2Se,83,17,0.197,0.207148947,Bi Te Se,-0.010148947
Hg7.5As4Cl6,80,40,2.3,1.985741925,Hg As Cl,0.314258075
CsPSe6,26,61,1.332,2.747270091,Cs P Se,-1.415270091
ErTe,53,20,3.12,3.095878598,Er Te,0.024121402
SmTe,99,0,2.1,2.028432131,Sm Te,0.071567869
PbSbBS4,42,5,1.32,0.954697482,Pb Sb B S,0.365302518
Mn2.04Gd1.47In0.49S5,14,49,1.45,1.468192201,Mn Gd In S,-0.018192201
BiSCl,76,82,1.1065,0.832072857,Bi S Cl,0.274427143
CsKP2Se8,11,69,0.4,0.184696877,Cs K P Se,0.215303123
AgTlTe2,12,10,3.37,3.130862931,Ag Tl Te,0.239137069
Ga0.99As0.99Zn0.01Se0.01,21,18,2.32,2.203414434,Ga As Zn Se,0.116585566
InSb0.4As0.6,71,65,2.05,1.884871544,In Sb As,0.165128456
Pb0.85Sn0.15Te,5,33,3.42,3.345635355,Pb Sn Te,0.074364645
CdSiAs2,85,44,0.8,1.148842852,Cd Si As,-0.348842852
Rb2BaNb2Se11,19,100,2.14,2.380326795,Rb Ba Nb Se,-0.240326795
Sm4InSbS9,61,95,0.2025,0.221808411,Sm In Sb S,-0.019308411
EuAl2O4,96,4,0.48,0.367935532,Eu Al O,0.112064468
Hg0.99Cd0.01Se,56,30,5.58,5.968044312,Hg Cd Se,-0.388044312
LiRbCO3,15,71,1.12,1.138126669,Li Rb C O,-0.018126669
ZnMoSb2O7,89,50,2.815,2.640115444,Zn Mo Sb O,0.174884556
NaBr,86,3,2.25,2.057322935,Na Br,0.192677065
Ge0.97Si0.03,85,14,3.06,1.860479524,Ge Si,1.199520476
CuGaInS3.5,25,77,2.46,2.626510767,Cu Ga In S,-0.166510767
Zn0.75Hg0.25Se,27,74,0.16,0.812671275,Zn Hg Se,-0.652671275
TlN,58,28,0.893333333,1.60433535,Tl N,-0.711002016
BaGa2SiS6,60,0,3.17,2.887920726,Ba Ga Si S,0.282079274
TlSbTe3,18,65,1.935,1.902494433,Tl Sb Te,0.032505567
Ge0.1Si0.9,77,61,4.42,4.100200069,Ge Si,0.319799931
K2Bi8Se13,81,3,3.05,2.449389203,K Bi Se,0.600610797
Cu0.9In1.1Se2.1,81,25,2.15,2.072690803,Cu In Se,0.077309197
TlAsSe2,94,3,1.8,1.733940661,Tl As Se,0.066059339
Ga1.001Sb0.999Te0.003,84,31,2.71,2.258107899,Ga Sb Te,0.451892101
Cd12Ge17B8O58,94,1,0.4,0.349330199,Cd Ge B O,0.050669801
Bi2Te2.7Se0.3,10,75,1.09,1.141497895,Bi Te Se,-0.051497895
Si3N4,76,61,1.54,1.621670219,Si N,-0.081670219
CsCdInSe3,45,6,0.14,0.581389872,Cs Cd In Se,-0.441389872
GdN,38,7,3.8,5.28860451,Gd N,-1.48860451
TeSe3,56,46,1,0.952779597,Te Se,0.047220403
RuSb2,14,64,2.3,1.994911816,Ru Sb,0.305088184
MnSb2Se4,73,64,2.64,2.123939544,Mn Sb Se,0.516060456
PtP2,63,86,2.4,2.569361066,Pt P,-0.169361066
HgGa2Se4,65,0,3.245,3.668894717,Hg Ga Se,-0.423894717
Cs3Bi,24,23,1.6,0.885897402,Cs Bi,0.714102598
EuS,26,91,1.3,0.710802101,Eu S,0.589197899
Ge0.891Si0.109,40,21,1.65,2.307443279,Ge Si,-0.657443279
Ba4AgGa5S12,52,33,2.12,2.401974283,Ba Ag Ga S,-0.281974283
Ba4Ga2S8,25,72,1.78,1.617414078,Ba Ga S,0.162585922
ReS2,12,69,0.241666667,1.345139617,Re S,-1.10347295
LaSi2,14,3,0.47,0.895066533,La Si,-0.425066533
Cd0.95Te0.95Al0.05Sb0.05,67,69,2,2.356946539,Cd Te Al Sb,-0.356946539
SrNd2S4,92,33,3,2.473062701,Sr Nd S,0.526937299
Bi2Te0.3Se2.7,88,51,2.4,3.083776686,Bi Te Se,-0.683776686
Ba2GaGdSe5,16,10,4.47,5.066473718,Ba Ga Gd Se,-0.596473718
Gd2Mn4S7,25,92,1.727,2.074192824,Gd Mn S,-0.347192824
Bi38ZnO58,10,22,0.378,1.446004571,Bi Zn O,-1.068004571
In0.9As0.9Cd0.1Te0.1,34,38,0.1,0.172110867,In As Cd Te,-0.072110867
Li4.5Fe0.5TeO6,12,31,1.524,1.704638469,Li Fe Te O,-0.180638469
YbSb2S4,95,68,0.72,0.639934288,Yb Sb S,0.080065712
Na2KSb,1,60,5.1,4.19304014,Na K Sb,0.90695986
TlN3,63,34,2.45,2.63858291,Tl N,-0.18858291
Ca2ScSbO6,35,9,1.87,2.114912165,Ca Sc Sb O,-0.244912165
InSb0.01As0.99,72,62,3.68,4.15217196,In Sb As,-0.47217196
CsLu7S11,47,38,4.895,6.024099682,Cs Lu S,-1.129099682
La3Mg0.5SnS14,64,33,2.33,2.033113579,La Mg Sn S,0.296886421
Rb2CuVS4,91,99,1.07,1.151468166,Rb Cu V S,-0.081468166
Cs2Sb,0,67,2.34,3.410204509,Cs Sb,-1.070204509
HgIn2S4,40,27,0.57,0.367410424,Hg In S,0.202589576
K2Nd2Ti3O10,4,40,0.45,0.426235582,K Nd Ti O,0.023764418
Rb3Ag9P4S16,72,16,1,0.897673876,Rb Ag P S,0.102326124
K0.6Cs0.4PSe6,82,60,1.75,1.424435797,K Cs P Se,0.325564203
Li4HgGe2S7,2,62,0.4,0.304571338,Li Hg Ge S,0.095428662
GeSe2,89,91,1.35,1.698630544,Ge Se,-0.348630544
EuGa2S4,73,52,3.8,2.939664921,Eu Ga S,0.860335079
HgO,76,43,0.79,0.234808941,Hg O,0.555191059
FeIn2Se4,76,42,5.4,4.556698783,Fe In Se,0.843301217
Pb2BO3Cl,13,7,0.22,0.099352173,Pb B O Cl,0.120647827
B2O3,15,50,0.53,0.640378241,B O,-0.110378241
Cu2ZnGeS4,87,96,3.52,3.38934354,Cu Zn Ge S,0.13065646
CeTaN2O,80,57,2.4,2.072830318,Ce Ta N O,0.327169682
Cu0.35Ga1.65Se2.65,65,39,1.86,2.162939463,Cu Ga Se,-0.302939463
TlCr5S8,99,81,0.905,1.071207149,Tl Cr S,-0.166207149
SrTe,6,14,0.67,0.782038255,Sr Te,-0.112038255
MnO2,5,22,1.4,2.164297853,Mn O,-0.764297853
Ga0.99In0.01As,99,89,0.23,1.327304608,Ga In As,-1.097304608
Li3PS4,48,44,0.78,0.380474983,Li P S,0.399525017
Pb0.94Se0.94Sn0.06Se0.06,58,1,1.24,1.498440607,Pb Se Sn,-0.258440607
Cs2HgI2Cl2,14,24,0.51,1.212007045,Cs Hg I Cl,-0.702007045
Rb2Cu2Sn2Se6,80,71,3.44,5.899917465,Rb Cu Sn Se,-2.459917465
CuI,40,89,0.205,0.130848662,Cu I,0.074151338
Cu0.99In1.01Se2.01,31,35,0.6,0.435660933,Cu In Se,0.164339067
GaAs0.65Sb0.35,70,55,0.25,0.896501234,Ga As Sb,-0.646501234
In0.99As0.99Ga0.01P0.01,15,18,1.5,1.639827145,In As Ga P,-0.139827145
Pb0.92Sn0.08Te,57,51,2.4,2.190881028,Pb Sn Te,0.209118972
BeSe,87,65,0.64,1.168074624,Be Se,-0.528074624
SrZrS3,70,3,3.78,3.339627449,Sr Zr S,0.440372551
Ga1.01Sb0.99Te0.03,15,21,2.37,0.839166808,Ga Sb Te,1.530833192
Ge0.999Si0.001,18,52,3.14,3.988789253,Ge Si,-0.848789253
TiTlS2,10,6,1.77,2.190001557,Ti Tl S,-0.420001557
Ba3B1.5S6Bi0.5,99,92,1.96,2.024417722,Ba B S Bi,-0.064417722
CdP2S4,72,96,1.17,1.166084467,Cd P S,0.003915533
Na2Zn3Se4O12,21,38,0.3,0.721579182,Na Zn Se O,-0.421579182
KPbB5O9,94,20,1.85,1.060412975,K Pb B O,0.789587025
CsLaHgSe3,86,74,4.19,4.16241895,Cs La Hg Se,0.02758105
Ru2Ge3,50,12,3.73,3.986922037,Ru Ge,-0.256922037
Pb0.85Se0.85Ge0.15S0.15,41,20,1.6275,1.491258776,Pb Se Ge S,0.136241224
EuYb2Se4,84,40,1.69,1.359603035,Eu Yb Se,0.330396965
CrO2,30,1,1.4,1.494466138,Cr O,-0.094466138
Hg0.1Cd0.9Se,95,68,1.72,1.873160969,Hg Cd Se,-0.153160969
Zn0.8Hg0.2Se,37,24,3.03,2.563757392,Zn Hg Se,0.466242608
Gd2Se3,31,52,0.67,0.778761915,Gd Se,-0.108761915
Na2RbSb,78,14,3.6625,2.341510741,Na Rb Sb,1.320989259
K2TeI6,87,93,1.0325,1.188448227,K Te I,-0.155948227
Ga1.002Sb0.998Se0.006,35,66,3.9,4.089592057,Ga Sb Se,-0.189592057
Pb0.97Sn0.03Te,3,91,6.356666667,5.44757809,Pb Sn Te,0.909088576
Rb2CdBr2I2,65,23,0.66,2.271377025,Rb Cd Br I,-1.611377025
PbSnS3,34,99,3.3,3.438683829,Pb Sn S,-0.138683829
Ag3AsS3,44,96,1.48,2.078848853,Ag As S,-0.598848853
In0.98As0.98Cd0.02Te0.02,47,4,2.67,2.888369103,In As Cd Te,-0.218369103
Ga2Te3,65,35,2.19,2.174703952,Ga Te,0.015296048
Sm1.82Lu2.18Se6,35,51,0.363333333,0.429848958,Sm Lu Se,-0.066515625
NaSbSe2,94,24,1.6,1.898363508,Na Sb Se,-0.298363508
MgTe,49,40,3.3,3.416236945,Mg Te,-0.116236945
LuIn3S6,58,36,2.333333333,2.530857577,Lu In S,-0.197524243
NaCdAsS3,38,85,2.72,3.053568023,Na Cd As S,-0.333568023
Rb4Ag9Sb4S12,63,71,0.95,0.86456322,Rb Ag Sb S,0.08543678
Nd1.33Lu0.67S3,19,76,1.43,1.438769433,Nd Lu S,-0.008769433
Cu4Sn7S16,47,3,5.6,6.606449259,Cu Sn S,-1.006449259
Ag2PdO2,36,27,1.72,2.610546102,Ag Pd O,-0.890546102
EuVO4,51,48,5.576666667,4.144000893,Eu V O,1.432665773
PbGeS3,34,27,2.07,2.053784024,Pb Ge S,0.016215976
Hg6As4CdBr6,71,3,0.93,1.329910488,Hg As Cd Br,-0.399910488
CsCeHgSe3,88,49,2.14,2.612037838,Cs Ce Hg Se,-0.472037838
EuCu2SnS4,79,70,0.64,0.668475991,Eu Cu Sn S,-0.028475991
Rb2TiAg2S4,64,70,0.32,0.271838255,Rb Ti Ag S,0.048161745
La3GaGe0.5S7,33,58,2.27,2.256405609,La Ga Ge S,0.013594391
EuHo2Se4,15,9,2.49,2.982323868,Eu Ho Se,-0.492323868
Ga0.8Sb0.8Zn0.2Te0.2,64,50,0.33,0.457113139,Ga Sb Zn Te,-0.127113139
Pb0.99Ge0.01Se,44,80,0.04,0.138693205,Pb Ge Se,-0.098693205
Cu0.05Ga1.95Se2.95,5,50,3.2,4.618307062,Cu Ga Se,-1.418307062
YbClWO4,39,76,2.1,1.86842056,Yb Cl W O,0.23157944
La3FMo4O16,92,49,0.53,1.687768997,La F Mo O,-1.157768997
Rb9Bi13S24,96,57,1.9,2.239101575,Rb Bi S,-0.339101575
AgCl,70,12,4.4,5.399122308,Ag Cl,-0.999122308
YVSeO10,72,31,1.4,1.830625255,Y V Se O,-0.430625255
KTi2F7,3,57,1.51,1.518062104,K Ti F,-0.008062104
Eu2SnSe5,97,82,1.066666667,0.884669309,Eu Sn Se,0.181997357
KIO3,96,99,0.262,0.292578524,K I O,-0.030578524
Pb0.99Sn0.01Te,89,87,1.182857143,1.133985634,Pb Sn Te,0.048871509
Bi2O3,47,63,2.6,2.135521695,Bi O,0.464478305
La1.86Tb1.14Ga1.67S7,38,12,2.3,2.52640859,La Tb Ga S,-0.22640859
Ce2YbCuSe5,44,13,2.71,2.82089179,Ce Yb Cu Se,-0.11089179
Al2Te3,42,66,0.396785714,0.223290904,Al Te,0.173494811
MgSe,54,26,2.04,2.386234451,Mg Se,-0.346234451
K2CuNbS4,82,27,3,1.887946741,K Cu Nb S,1.112053259
YbSnTe2,85,59,4.2,4.064529124,Yb Sn Te,0.135470876
Na2Se,91,65,1.45,1.968487416,Na Se,-0.518487416
Bi3TeBO9,86,35,3.332,2.864213052,Bi Te B O,0.467786948
LiZnBO3,94,15,1.3,1.067488901,Li Zn B O,0.232511099
K4Sn3Ce3S14,98,53,1.63,1.635029131,K Sn Ce S,-0.005029131
CuTlSe2,94,32,2.19,2.094494328,Cu Tl Se,0.095505672
K3Ta2AsS11,8,38,0.45,1.654047488,K Ta As S,-1.204047488
NaSmP2S6,63,99,1.55,2.100980361,Na Sm P S,-0.550980361
Cu2GeSe3,5,96,3.73,3.56724903,Cu Ge Se,0.16275097
LiPbSb3S6,11,33,2.3,2.870653744,Li Pb Sb S,-0.570653744
K2AgVS4,24,100,1.28,1.852674065,K Ag V S,-0.572674065
Pb0.9Ge0.1Te,52,26,0.18,0.085957399,Pb Ge Te,0.094042601
Bi2Te2.4Se0.6,17,29,1.7,1.598756657,Bi Te Se,0.101243343
BaRh2Ge4Se6,83,52,1.39,1.433300373,Ba Rh Ge Se,-0.043300373
PbSe0.9S0.1,7,77,2.56,2.149750722,Pb Se S,0.410249278
CsCd4Ga5Se12,65,69,1.6,1.641907717,Cs Cd Ga Se,-0.041907717
BaSbBS4,31,55,1.3,0.818752039,Ba Sb B S,0.481247961
YbS,96,65,0.68,0.512373762,Yb S,0.167626238
CdI2,17,24,0.9,0.696139498,Cd I,0.203860502
Se0.4Te0.6,27,23,3.597,2.84945206,Se Te,0.74754794
FeP4,2,78,4.89,4.887455908,Fe P,0.002544092
Li2MoTeO6,68,82,0.65,0.807973777,Li Mo Te O,-0.157973777
CsInSe2,67,77,0.8,0.873243212,Cs In Se,-0.073243212
Bi12TiO20,90,24,0.66,1.066679217,Bi Ti O,-0.406679217
PdS2,13,2,0.272307692,1.016220122,Pd S,-0.74391243
CdS0.99Se0.01,51,86,1.4,1.822007675,Cd S Se,-0.422007675
Na3MoO4F,93,11,2.932183333,2.486276859,Na Mo O F,0.445906474
AgLi0.33Ti0.67O2,99,8,2.61,2.440591718,Ag Li Ti O,0.169408282
K2CsSb,68,0,3.6,2.793495663,K Cs Sb,0.806504337
Pb0.96TeTl0.04,39,23,1.119,3.029877648,Pb Te Tl,-1.910877648
RuSbSe,11,63,2.23,1.940628298,Ru Sb Se,0.289371702
RbYTe2O6,41,2,0.43,1.435622742,Rb Y Te O,-1.005622742
HgIn2Se4,57,55,1.773333333,1.914271671,Hg In Se,-0.140938338
Ba12In4S19,3,57,1.32,1.117467312,Ba In S,0.202532688
LaF3,60,24,3.39,3.371127643,La F,0.018872357
PdPS,4,74,3.02,2.373231304,Pd P S,0.646768696
La5In3S9O3,31,13,3.3,3.270044557,La In S O,0.029955443
Pb0.95Ge0.05Se,59,21,1.05,1.196403118,Pb Ge Se,-0.146403118
CdGa2S4,39,36,3.5,3.059598288,Cd Ga S,0.440401712
TeI,39,36,0.34,0.487983087,Te I,-0.147983087
PdPAs,68,3,0.16,1.68771332,Pd P As,-1.52771332
NaScSe2O6,14,50,0.28,0.452779894,Na Sc Se O,-0.172779894
AgSO4,1,8,2.4,2.203761986,Ag S O,0.196238014
CdBr2,40,74,2.41,2.325770716,Cd Br,0.084229284
Cs8Ga8Si38,19,17,2.05,1.937286087,Cs Ga Si,0.112713913
SiB3,49,99,3.5,3.72742107,Si B,-0.22742107
In0.7P0.7Ga0.3As0.3,85,50,3.5,2.804989343,In P Ga As,0.695010657
Li0.2Na0.8AsSe2,6,46,1.042,0.823743996,Li Na As Se,0.218256004
NdF3,28,20,5.3,4.805191177,Nd F,0.494808823
Ga1.02Sb0.98Se0.06,63,68,0.3675,0.38652642,Ga Sb Se,-0.01902642
Cu0.1Ga1.9S2.9,28,32,1.785,1.682596325,Cu Ga S,0.102403675
In0.3Ga0.7P,90,84,1.4,1.494580081,In Ga P,-0.094580081
Hg0.63Cd0.37Te,56,21,0.47,0.739210378,Hg Cd Te,-0.269210378
AgGaO2,19,70,2.83,2.573625026,Ag Ga O,0.256374974
Hg0.3Cd0.7Se,87,57,2.753,2.392972741,Hg Cd Se,0.360027259
ZnI2,97,47,0.94,1.072171504,Zn I,-0.132171504
Hg0.2Zn0.8Te,66,80,1.709,1.660935105,Hg Zn Te,0.048064895
Ga2S3,88,89,5.29,4.729470231,Ga S,0.560529769
OsPSe,26,1,0.59,1.076318832,Os P Se,-0.486318832
YH2NO5,76,81,4.185,4.730111475,Y H N O,-0.545111475
MoTe2,64,5,0.7,0.707367578,Mo Te,-0.007367578
Cs2SnP2Se6,56,77,2.51,1.950507413,Cs Sn P Se,0.559492587
BaLa2In2Se7,68,62,2.14,2.171902757,Ba La In Se,-0.031902757
Ga0.7In0.3As,29,31,0.72,0.795271137,Ga In As,-0.075271137
Bi1.8Te3Sb0.2,85,29,1.8,1.677977262,Bi Te Sb,0.122022738
CsInGeS4,100,100,1.55,1.495254776,Cs In Ge S,0.054745224
In0.5P0.5Ga0.5As0.5,16,72,0.41,1.580940497,In P Ga As,-1.170940497
Bi25GaO39,60,58,2.12,2.857470291,Bi Ga O,-0.737470291
Cs4Cu3Bi9S17,76,36,3.51,3.171566211,Cs Cu Bi S,0.338433789
PAs,79,53,2.01,1.130367654,P As,0.879632346
Rb4GeP4Se12,61,37,2.17,1.874577228,Rb Ge P Se,0.295422772
YbTe,86,60,1.18,1.284704432,Yb Te,-0.104704432
PbCrO4,70,90,1.58,1.498065419,Pb Cr O,0.081934581
CuFeS2,100,5,1.236666667,1.608955741,Cu Fe S,-0.372289074
Cs1.43Cd1.43Bi2.57S6,46,19,2.03,2.302935632,Cs Cd Bi S,-0.272935632
SbSeI,8,90,2.92,2.561801927,Sb Se I,0.358198073
Pb0.8Ge0.2Te,11,10,3.6,2.831982875,Pb Ge Te,0.768017125
CuGaSe2,21,68,1.8,1.783073923,Cu Ga Se,0.016926077
Na2CdSnS4,52,11,2.6,3.210680213,Na Cd Sn S,-0.610680213
Cu2P2S6,50,61,2.7,2.555856889,Cu P S,0.144143111
Mn11Si19,20,93,0.645,0.599097964,Mn Si,0.045902036
K3Ti2P5S18,21,16,2.43,1.85703537,K Ti P S,0.57296463
CsScSe2O6,91,88,2.597,2.782234728,Cs Sc Se O,-0.185234728
Rb2Te,20,88,3.65,2.941084235,Rb Te,0.708915765
Nd2YbCuS5,57,74,1.2,1.339619855,Nd Yb Cu S,-0.139619855
Ta0.67Zr1.33O1.38N1.97,33,5,1.43,0.895981671,Ta Zr O N,0.534018329
AgGaS2,82,21,0.37,0.365258613,Ag Ga S,0.004741387
HfSe2,59,84,2.99,2.827819476,Hf Se,0.162180524
K4GeSe4,45,57,1.39,1.486450389,K Ge Se,-0.096450389
AgScO2,89,48,0.15125,0.114547515,Ag Sc O,0.036702485
Mg3B50C8,59,73,0.67,0.802924293,Mg B C,-0.132924293
Pb0.999Se0.999Bi0.002Te0.003,2,88,0.38,0.527400988,Pb Se Bi Te,-0.147400988
TlScSe2,48,98,0.53,0.635117242,Tl Sc Se,-0.105117242
Na2ZnGe2Se6,32,88,1.635,1.223429276,Na Zn Ge Se,0.411570724
Ba2In2Se5,31,27,0.19,1.089867386,Ba In Se,-0.899867386
Hg3ZnS2Cl4,72,5,1.05,0.965113134,Hg Zn S Cl,0.084886866
Ag3Ga3SiSe8,45,83,1.85,1.835479027,Ag Ga Si Se,0.014520973
Li4.5Ga0.5TeO6,71,87,3.25,3.391998281,Li Ga Te O,-0.141998281
TlHgInS3,81,15,2.1,2.079793849,Tl Hg In S,0.020206151
La2O3,96,37,1.81,1.711926838,La O,0.098073162
RbCd4In5Se12,18,30,0.145,0.125601753,Rb Cd In Se,0.019398247
Li3Cs2B5O10,32,26,0.34,0.565613178,Li Cs B O,-0.225613178
NaInSe2,75,39,1.51,1.629836337,Na In Se,-0.119836337
K2CeP2O8,60,97,1.386666667,1.48782409,K Ce P O,-0.101157423
Pb0.85Se0.85Sn0.15Se0.15,61,22,1.15,0.85818562,Pb Se Sn,0.29181438
Cu3AsSe4,47,24,0.27,0.350271731,Cu As Se,-0.080271731
ZnGeAs2,30,65,1.07,0.629104882,Zn Ge As,0.440895118
BeS,81,45,0.35,0.267316712,Be S,0.082683288
K1.25Pb3.5Bi7.25Se15,7,54,0.272,0.333048139,K Pb Bi Se,-0.061048139
Hg0.06Zn0.94Te,77,83,2.21,2.100429792,Hg Zn Te,0.109570208
CsGeI3,47,49,1.135,2.077654459,Cs Ge I,-0.942654459
Ba3EuP3O12,20,73,0.75,1.174402822,Ba Eu P O,-0.424402822
ErIn3S6,3,57,3.6,4.090129996,Er In S,-0.490129996
Li2B6,11,63,6.6,6.879416612,Li B,-0.279416612
In0.96As0.96Cd0.04Te0.04,1,29,0.18,3.155448472,In As Cd Te,-2.975448472
K10Fe4Sn4S17,92,64,2.25,2.948521012,K Fe Sn S,-0.698521012
Cd4P2Br3,62,4,1.72,1.489119136,Cd P Br,0.230880864
Ca2CdAs2,48,37,2.655,2.226366001,Ca Cd As,0.428633999
AsSeI,100,34,2.3,1.303846362,As Se I,0.996153638
Pb0.95Ge0.05Te,20,2,0.69,0.630173786,Pb Ge Te,0.059826214
KNb3Te2O12,96,69,0.45,0.611211548,K Nb Te O,-0.161211548
Na8Al8Si38,32,32,1,0.798936982,Na Al Si,0.201063018
K2Ge3B2O10,40,70,1.4,1.081318616,K Ge B O,0.318681384
ZrS2,8,30,2.27,2.249117647,Zr S,0.020882353
Ga0.8Al0.2P,89,90,2.48,2.30876138,Ga Al P,0.17123862
In0.9As0.9Ga0.1P0.1,0,34,1.22,2.098968383,In As Ga P,-0.878968383
Ta2O5,88,83,1.75,1.89741795,Ta O,-0.14741795
TlSbSe2,11,76,1.39,0.746837708,Tl Sb Se,0.643162292
Bi2Te0.45Se2.55,9,31,2.17,2.08530976,Bi Te Se,0.08469024
Co2Te3O8,44,23,1.1,1.485733736,Co Te O,-0.385733736
RbNb4Br11,51,47,2.35,2.697747628,Rb Nb Br,-0.347747628
Na4MgGe2Se6,39,64,1.44,1.56687491,Na Mg Ge Se,-0.12687491
RbNbSe2O7,37,81,0.8,1.206623564,Rb Nb Se O,-0.406623564
PbGa2S4,46,87,1.36,1.700394389,Pb Ga S,-0.340394389
CsAgSb4S7,63,49,2.14,1.970520286,Cs Ag Sb S,0.169479714
NdTe2,36,99,0.3,0.723819069,Nd Te,-0.423819069
AlP,100,15,0.67,0.751655904,Al P,-0.081655904
LiCl,48,71,1.9,1.733458221,Li Cl,0.166541779
ZnAs2,27,92,7.0034,6.064526631,Zn As,0.938873369
CuGa3Se5,20,66,1.666666667,1.819195115,Cu Ga Se,-0.152528449
Lu2CrS4,51,37,0.95,0.860264039,Lu Cr S,0.089735961
Ba2GaErTe5,5,23,3.54,3.719784682,Ba Ga Er Te,-0.179784682
Li3AlP2,17,58,1.07,1.030308893,Li Al P,0.039691107
CsGaS3,57,72,0.8,1.044612018,Cs Ga S,-0.244612018
Ga0.6Al0.4P,22,100,1.91,2.438637659,Ga Al P,-0.528637659
Ba2InSmSe5,73,97,1.45,1.665289514,Ba In Sm Se,-0.215289514
YbSb,32,52,0.2,0.458397044,Yb Sb,-0.258397044
NaYTe4O10,61,94,4.9,5.414519718,Na Y Te O,-0.514519718
Rb3Al3Ge7Se20,56,67,0.495,2.69769515,Rb Al Ge Se,-2.20269515
K8Al8Si38,18,1,3.1,3.258015842,K Al Si,-0.158015842
Sm2ZrSe5,65,13,1.67,1.05567897,Sm Zr Se,0.61432103
YbB66,11,81,0.476666667,0.754996945,Yb B,-0.278330278
Ba4AgInSe6,19,8,2.6,2.438700273,Ba Ag In Se,0.161299727
Ga0.99Al0.01P,47,20,3.44,2.473478115,Ga Al P,0.966521885
CrTe2,95,47,1.1,0.890467834,Cr Te,0.209532166
SbTeI,6,57,1.6,1.857033959,Sb Te I,-0.257033959
Rb2Hg3Sn2S8,97,64,1.61,1.395715272,Rb Hg Sn S,0.214284728
Pb0.92Sn0.08Se,74,29,0.9,1.502948755,Pb Sn Se,-0.602948755
PrLuSe3,37,35,3.28,3.202033378,Pr Lu Se,0.077966622
Zn0.9S0.9Ga0.1P0.1,20,49,1.1,0.883415983,Zn S Ga P,0.216584017
K4GeP4Se12,68,36,2.23,2.118790408,K Ge P Se,0.111209592
PbBiO2Br,16,50,0.256,0.342484045,Pb Bi O Br,-0.086484045
Ba3BSbSe6,93,22,2.05,2.412491689,Ba B Sb Se,-0.362491689
Pb3Cl4TeO3,67,63,1.0725,1.283776,Pb Cl Te O,-0.211276
La2V2IO9,25,36,2.35,2.233510957,La V I O,0.116489043
Pb6B2MoO12,75,85,0.72,0.88339407,Pb B Mo O,-0.16339407
Li2FeSnS4,87,48,2.36,2.121164858,Li Fe Sn S,0.238835142
K4GeS4,99,18,1.85,1.62913834,K Ge S,0.22086166
